"country_or_area","year","area","month","record_type","reliability","source_year","value","value_footnotes"
"Malta",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,336,""
"Malta",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,300,""
"Malta",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,295,""
"Malta",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,277,""
"Malta",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,237,""
"Malta",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,252,""
"Malta",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,289,""
"Malta",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,225,""
"Malta",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,260,""
"Malta",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,282,""
"Malta",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,350,""
"Martinique",2007,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2008,2830,""
"Martinique",2007,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2008,233,""
"Martinique",2007,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2008,250,""
"Martinique",2007,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2008,240,""
"Martinique",2007,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2008,227,""
"Martinique",2007,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2008,233,""
"Martinique",2007,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2008,220,""
"Martinique",2007,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2008,214,""
"Martinique",2007,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2008,260,""
"Martinique",2007,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2008,229,""
"Martinique",2007,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2008,263,""
"Martinique",2007,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2008,240,""
"Martinique",2007,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2008,221,""
"Mauritius",2018,"Total","Total","Data tabulated by year of registration","Final figure, complete",2019,10787,"30"
"Mauritius",2018,"Total","January","Data tabulated by year of registration","Final figure, complete",2019,907,"30"
"Mauritius",2018,"Total","February","Data tabulated by year of registration","Final figure, complete",2019,846,"30"
"Mauritius",2018,"Total","March","Data tabulated by year of registration","Final figure, complete",2019,941,"30"
"Mauritius",2018,"Total","April","Data tabulated by year of registration","Final figure, complete",2019,865,"30"
"Mauritius",2018,"Total","May","Data tabulated by year of registration","Final figure, complete",2019,868,"30"
"Mauritius",2018,"Total","June","Data tabulated by year of registration","Final figure, complete",2019,881,"30"
"Mauritius",2018,"Total","July","Data tabulated by year of registration","Final figure, complete",2019,1032,"30"
"Mauritius",2018,"Total","August","Data tabulated by year of registration","Final figure, complete",2019,905,"30"
"Mauritius",2018,"Total","September","Data tabulated by year of registration","Final figure, complete",2019,906,"30"
"Mauritius",2018,"Total","October","Data tabulated by year of registration","Final figure, complete",2019,888,"30"
"Mauritius",2018,"Total","November","Data tabulated by year of registration","Final figure, complete",2019,848,"30"
"Mauritius",2018,"Total","December","Data tabulated by year of registration","Final figure, complete",2019,900,"30"
"Mexico",2017,"Total","Total","Data tabulated by year of registration","Final figure, complete",2019,693848,"31"
"Mexico",2017,"Total","January","Data tabulated by year of registration","Final figure, complete",2019,62882,"31"
"Mexico",2017,"Total","February","Data tabulated by year of registration","Final figure, complete",2019,56923,"31"
"Mexico",2017,"Total","March","Data tabulated by year of registration","Final figure, complete",2019,60912,"31"
"Mexico",2017,"Total","April","Data tabulated by year of registration","Final figure, complete",2019,56386,"31"
"Mexico",2017,"Total","May","Data tabulated by year of registration","Final figure, complete",2019,57040,"31"
"Mexico",2017,"Total","June","Data tabulated by year of registration","Final figure, complete",2019,54183,"31"
"Mexico",2017,"Total","July","Data tabulated by year of registration","Final figure, complete",2019,55806,"31"
"Mexico",2017,"Total","August","Data tabulated by year of registration","Final figure, complete",2019,54901,"31"
"Mexico",2017,"Total","September","Data tabulated by year of registration","Final figure, complete",2019,54403,"31"
"Mexico",2017,"Total","October","Data tabulated by year of registration","Final figure, complete",2019,57846,"31"
"Mexico",2017,"Total","November","Data tabulated by year of registration","Final figure, complete",2019,56884,"31"
"Mexico",2017,"Total","December","Data tabulated by year of registration","Final figure, complete",2019,65431,"31"
"Mexico",2017,"Total","Unknown","Data tabulated by year of registration","Final figure, complete",2019,251,"31"
"Mongolia",2018,"Total","Total","Data tabulated by year of registration","Final figure, complete",2019,17331,"33"
"Mongolia",2018,"Total","January","Data tabulated by year of registration","Final figure, complete",2019,1486,"33"
"Mongolia",2018,"Total","February","Data tabulated by year of registration","Final figure, complete",2019,1370,"33"
"Mongolia",2018,"Total","March","Data tabulated by year of registration","Final figure, complete",2019,1486,"33"
"Mongolia",2018,"Total","April","Data tabulated by year of registration","Final figure, complete",2019,1375,"33"
"Mongolia",2018,"Total","May","Data tabulated by year of registration","Final figure, complete",2019,1432,"33"
"Mongolia",2018,"Total","June","Data tabulated by year of registration","Final figure, complete",2019,1367,"33"
"Mongolia",2018,"Total","July","Data tabulated by year of registration","Final figure, complete",2019,1533,"33"
"Mongolia",2018,"Total","August","Data tabulated by year of registration","Final figure, complete",2019,1391,"33"
"Mongolia",2018,"Total","September","Data tabulated by year of registration","Final figure, complete",2019,1460,"33"
"Mongolia",2018,"Total","October","Data tabulated by year of registration","Final figure, complete",2019,1461,"33"
"Mongolia",2018,"Total","November","Data tabulated by year of registration","Final figure, complete",2019,1361,"33"
"Mongolia",2018,"Total","December","Data tabulated by year of registration","Final figure, complete",2019,1609,"33"
"Montenegro",2018,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,6504,""
"Montenegro",2018,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,619,""
"Montenegro",2018,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,540,""
"Montenegro",2018,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,595,""
"Montenegro",2018,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,539,""
"Montenegro",2018,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,510,""
"Montenegro",2018,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,486,""
"Montenegro",2018,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,514,""
"Montenegro",2018,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,520,""
"Montenegro",2018,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,495,""
"Montenegro",2018,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,528,""
"Montenegro",2018,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,547,""
"Montenegro",2018,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,611,""
"Montserrat",2016,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2017,43,""
"Montserrat",2016,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2017,3,""
"Montserrat",2016,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2017,2,""
"Montserrat",2016,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2017,3,""
"Montserrat",2016,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2017,1,""
"Montserrat",2016,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2017,5,""
"Montserrat",2016,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2017,2,""
"Montserrat",2016,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2017,3,""
"Montserrat",2016,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2017,2,""
"Montserrat",2016,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2017,8,""
"Montserrat",2016,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2017,8,""
"Montserrat",2016,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2017,2,""
"Montserrat",2016,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2017,4,""
"Netherlands",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,14014,"35"
"Netherlands",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,12751,"35"
"Netherlands",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,13751,"35"
"Netherlands",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,12575,"35"
"Netherlands",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,12425,"35"
"Netherlands",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,11656,"35"
"Netherlands",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,12294,"35"
"Netherlands",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,11769,"35"
"Netherlands",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,11265,"35"
"Netherlands",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,12606,"35"
"New Caledonia",2015,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2017,1465,""
"New Caledonia",2015,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2017,126,""
"New Caledonia",2015,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2017,124,""
"New Caledonia",2015,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2017,118,""
"New Caledonia",2015,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2017,109,""
"New Caledonia",2015,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2017,129,""
"New Caledonia",2015,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2017,127,""
"New Caledonia",2015,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2017,120,""
"New Caledonia",2015,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2017,144,""
"New Caledonia",2015,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2017,108,""
"New Caledonia",2015,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2017,113,""
"New Caledonia",2015,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2017,130,""
"New Caledonia",2015,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2017,117,""
"New Zealand",2019,"Total","January - March","Data tabulated by year of registration","Provisional figure",2019,7677,""
"New Zealand",2019,"Total","April - June","Data tabulated by year of registration","Provisional figure",2019,8760,""
"New Zealand",2019,"Total","July - September","Data tabulated by year of registration","Provisional figure",2020,9537,""
"Niue",2009,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2011,12,""
"Niue",2009,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2011,2,""
"Niue",2009,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Niue",2009,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2011,2,""
"Niue",2009,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Niue",2009,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Niue",2009,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2011,3,""
"Niue",2009,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Niue",2009,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2011,1,""
"Niue",2009,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Niue",2009,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2011,2,""
"Niue",2009,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2011,2,""
"Niue",2009,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2011,0,""
"Norfolk Island",1988,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",1988,9,""
"Norfolk Island",1988,"Total","January","Data tabulated by year of occurrence","Final figure, complete",1988,2,""
"Norfolk Island",1988,"Total","February","Data tabulated by year of occurrence","Final figure, complete",1988,1,""
"Norfolk Island",1988,"Total","March","Data tabulated by year of occurrence","Final figure, complete",1988,1,""
"Norfolk Island",1988,"Total","April","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","May","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","June","Data tabulated by year of occurrence","Final figure, complete",1988,2,""
"Norfolk Island",1988,"Total","July","Data tabulated by year of occurrence","Final figure, complete",1988,2,""
"Norfolk Island",1988,"Total","August","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","September","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","October","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","November","Data tabulated by year of occurrence","Final figure, complete",1988,0,""
"Norfolk Island",1988,"Total","December","Data tabulated by year of occurrence","Final figure, complete",1988,1,""
"North Macedonia",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,1868,""
"North Macedonia",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,1860,""
"North Macedonia",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,1903,""
"North Macedonia",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,1644,""
"North Macedonia",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,1827,""
"North Macedonia",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,1457,""
"North Macedonia",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,1674,""
"North Macedonia",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,1590,""
"North Macedonia",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,1437,""
"North Macedonia",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,1746,""
"North Macedonia",2019,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,1574,""
"Norway",2019,"Total","January - March","Data tabulated by year of occurrence","Provisional figure",2019,10778,"37"
"Norway",2019,"Total","April - June","Data tabulated by year of occurrence","Provisional figure",2019,9842,"37"
"Norway",2019,"Total","July - September","Data tabulated by year of occurrence","Provisional figure",2019,9694,"37"
"Pakistan",2007,"Total","Total","Data tabulated by year of occurrence","Other estimate",2009,1019533,"38,39"
"Pakistan",2007,"Total","January","Data tabulated by year of occurrence","Other estimate",2009,71598,"38,39"
"Pakistan",2007,"Total","February","Data tabulated by year of occurrence","Other estimate",2009,91434,"38,39"
"Pakistan",2007,"Total","March","Data tabulated by year of occurrence","Other estimate",2009,80155,"38,39"
"Pakistan",2007,"Total","April","Data tabulated by year of occurrence","Other estimate",2009,67222,"38,39"
"Pakistan",2007,"Total","May","Data tabulated by year of occurrence","Other estimate",2009,73483,"38,39"
"Pakistan",2007,"Total","June","Data tabulated by year of occurrence","Other estimate",2009,82666,"38,39"
"Pakistan",2007,"Total","July","Data tabulated by year of occurrence","Other estimate",2009,82848,"38,39"
"Pakistan",2007,"Total","August","Data tabulated by year of occurrence","Other estimate",2009,77709,"38,39"
"Pakistan",2007,"Total","September","Data tabulated by year of occurrence","Other estimate",2009,88140,"38,39"
"Pakistan",2007,"Total","October","Data tabulated by year of occurrence","Other estimate",2009,100319,"38,39"
"Pakistan",2007,"Total","November","Data tabulated by year of occurrence","Other estimate",2009,77430,"38,39"
"Pakistan",2007,"Total","December","Data tabulated by year of occurrence","Other estimate",2009,126529,"38,39"
"Panama",2017,"Total","Total","Data tabulated by year of occurrence","Provisional figure",2019,19482,""
"Panama",2017,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,1710,""
"Panama",2017,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,1501,""
"Panama",2017,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,1627,""
"Panama",2017,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,1485,""
"Panama",2017,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,1545,""
"Panama",2017,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,1590,""
"Panama",2017,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,1690,""
"Panama",2017,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,1725,""
"Panama",2017,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,1642,""
"Panama",2017,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,1653,""
"Panama",2017,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,1623,""
"Panama",2017,"Total","December","Data tabulated by year of occurrence","Provisional figure",2019,1691,""
"Philippines",2016,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,582183,""
"Philippines",2016,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,49293,""
"Philippines",2016,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,43931,""
"Philippines",2016,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,46493,""
"Philippines",2016,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,47511,""
"Philippines",2016,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,48648,""
"Philippines",2016,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,44862,""
"Philippines",2016,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,48848,""
"Philippines",2016,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,51521,""
"Philippines",2016,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,51728,""
"Philippines",2016,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,52357,""
"Philippines",2016,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,48015,""
"Philippines",2016,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,48976,""
"Philippines",2016,"Total","Unknown","Data tabulated by year of occurrence","Final figure, complete",2019,0,""
"Poland",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,402852,""
"Poland",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,43620,""
"Poland",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,37236,""
"Poland",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,34804,""
"Poland",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,31912,""
"Poland",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,31838,""
"Poland",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,30024,""
"Poland",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,30713,""
"Poland",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,30840,""
"Poland",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,30772,""
"Poland",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,34291,""
"Poland",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,32347,""
"Poland",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,34455,""
"Portugal",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,12921,""
"Portugal",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,10627,""
"Portugal",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2020,9991,""
"Portugal",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,9082,""
"Portugal",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2020,8706,""
"Portugal",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2020,8175,""
"Portugal",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2020,8239,""
"Portugal",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2020,8296,""
"Portugal",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2020,8056,""
"Portugal",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,8778,""
"Puerto Rico",2018,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,29060,""
"Puerto Rico",2018,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,2839,""
"Puerto Rico",2018,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,2459,""
"Puerto Rico",2018,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,2657,""
"Puerto Rico",2018,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,2243,""
"Puerto Rico",2018,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,2385,""
"Puerto Rico",2018,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,2245,""
"Puerto Rico",2018,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,2362,""
"Puerto Rico",2018,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,2341,""
"Puerto Rico",2018,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,2235,""
"Puerto Rico",2018,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,2286,""
"Puerto Rico",2018,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,2355,""
"Puerto Rico",2018,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,2653,""
"Qatar",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,165,""
"Qatar",2019,"Total","January - March","Data tabulated by year of occurrence","Provisional figure",2019,507,""
"Qatar",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,161,""
"Qatar",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,181,""
"Qatar",2019,"Total","April - June","Data tabulated by year of occurrence","Provisional figure",2019,559,""
"Qatar",2019,"Total","July - September","Data tabulated by year of occurrence","Provisional figure",2019,521,""
"Republic of Korea",2017,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,285534,"41"
"Republic of Korea",2017,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,25902,"41"
"Republic of Korea",2017,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,22884,"41"
"Republic of Korea",2017,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,24230,"41"
"Republic of Korea",2017,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2019,23142,"41"
"Republic of Korea",2017,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2019,23766,"41"
"Republic of Korea",2017,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2019,21986,"41"
"Republic of Korea",2017,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2019,22245,"41"
"Republic of Korea",2017,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2019,22846,"41"
"Republic of Korea",2017,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2019,22622,"41"
"Republic of Korea",2017,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2019,24624,"41"
"Republic of Korea",2017,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2019,24404,"41"
"Republic of Korea",2017,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2019,26883,"41"
"Republic of Moldova",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,3992,"43"
"Republic of Moldova",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,3277,"43"
"Republic of Moldova",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,3220,"43"
"Republic of Moldova",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,2866,"43"
"Republic of Moldova",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,3428,"43"
"Republic of Moldova",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,2825,"43"
"Republic of Moldova",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,2704,"43"
"Republic of Moldova",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,2711,"43"
"Republic of Moldova",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,2658,"43"
"Republic of Moldova",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,3029,"43"
"Republic of Moldova",2019,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,3039,"43"
"Reunion",2007,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2008,4045,""
"Reunion",2007,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2008,307,""
"Reunion",2007,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2008,286,""
"Reunion",2007,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2008,345,""
"Reunion",2007,"Total","April","Data tabulated by year of occurrence","Final figure, complete",2008,290,""
"Reunion",2007,"Total","May","Data tabulated by year of occurrence","Final figure, complete",2008,321,""
"Reunion",2007,"Total","June","Data tabulated by year of occurrence","Final figure, complete",2008,335,""
"Reunion",2007,"Total","July","Data tabulated by year of occurrence","Final figure, complete",2008,373,""
"Reunion",2007,"Total","August","Data tabulated by year of occurrence","Final figure, complete",2008,359,""
"Reunion",2007,"Total","September","Data tabulated by year of occurrence","Final figure, complete",2008,367,""
"Reunion",2007,"Total","October","Data tabulated by year of occurrence","Final figure, complete",2008,364,""
"Reunion",2007,"Total","November","Data tabulated by year of occurrence","Final figure, complete",2008,364,""
"Reunion",2007,"Total","December","Data tabulated by year of occurrence","Final figure, complete",2008,334,""
"Reunion",2007,"Total","Unknown","Data tabulated by year of occurrence","Final figure, complete",2008,0,""
"Romania",2019,"Total","January","Data tabulated by year of occurrence","Provisional figure",2019,26796,""
"Romania",2019,"Total","February","Data tabulated by year of occurrence","Provisional figure",2019,22080,""
"Romania",2019,"Total","March","Data tabulated by year of occurrence","Provisional figure",2019,22869,""
"Romania",2019,"Total","April","Data tabulated by year of occurrence","Provisional figure",2019,21324,""
"Romania",2019,"Total","May","Data tabulated by year of occurrence","Provisional figure",2019,21462,""
"Romania",2019,"Total","June","Data tabulated by year of occurrence","Provisional figure",2019,19844,""
"Romania",2019,"Total","July","Data tabulated by year of occurrence","Provisional figure",2019,20735,""
"Romania",2019,"Total","August","Data tabulated by year of occurrence","Provisional figure",2019,19737,""
"Romania",2019,"Total","September","Data tabulated by year of occurrence","Provisional figure",2019,19011,""
"Romania",2019,"Total","October","Data tabulated by year of occurrence","Provisional figure",2019,20974,""
"Romania",2019,"Total","November","Data tabulated by year of occurrence","Provisional figure",2019,20653,""
"Russian Federation",2013,"Total","Total","Data tabulated by year of occurrence","Provisional figure",2014,1878269,"1"
"Russian Federation",2013,"Total","January","Data tabulated by year of occurrence","Provisional figure",2013,180734,"1"
"Russian Federation",2013,"Total","February","Data tabulated by year of occurrence","Provisional figure",2013,148581,"1"
"Russian Federation",2013,"Total","March","Data tabulated by year of occurrence","Provisional figure",2013,161219,"1"
"Russian Federation",2013,"Total","April","Data tabulated by year of occurrence","Provisional figure",2013,161961,"1"
"Russian Federation",2013,"Total","May","Data tabulated by year of occurrence","Provisional figure",2013,160723,"1"
"Russian Federation",2013,"Total","June","Data tabulated by year of occurrence","Provisional figure",2013,142808,"1"
"Russian Federation",2013,"Total","July","Data tabulated by year of occurrence","Provisional figure",2013,158721,"1"
"Russian Federation",2013,"Total","August","Data tabulated by year of occurrence","Provisional figure",2013,146897,"1"
"Russian Federation",2013,"Total","September","Data tabulated by year of occurrence","Provisional figure",2013,144490,"1"
"Russian Federation",2013,"Total","October","Data tabulated by year of occurrence","Provisional figure",2013,168671,"1"
"Russian Federation",2013,"Total","November","Data tabulated by year of occurrence","Provisional figure",2014,145823,"1"
"Russian Federation",2013,"Total","December","Data tabulated by year of occurrence","Provisional figure",2014,157641,"1"
"Saint Helena ex. dep.",2018,"Total","Total","Data tabulated by year of occurrence","Final figure, complete",2019,52,""
"Saint Helena ex. dep.",2018,"Total","January","Data tabulated by year of occurrence","Final figure, complete",2019,8,""
"Saint Helena ex. dep.",2018,"Total","February","Data tabulated by year of occurrence","Final figure, complete",2019,3,""
"Saint Helena ex. dep.",2018,"Total","March","Data tabulated by year of occurrence","Final figure, complete",2019,2,""
